,no rank,superkingdom,order,family,genus,species,subfamily,phylum,subphylum,class
BeeP-49-2013_NODE_1062_length_759_cov_1_463343,unclassified virus,Vira,Unclassified,Unclassified,Unclassified,Circular genetic element sp.,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1083_length_748_cov_5_715350,unclassified Dicistroviridae,Vira,Picornavirales,Dicistroviridae,Unclassified,Big Sioux River virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1139_length_724_cov_4_139104,RNA viruses,Vira,Picornavirales,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_114_length_2961_cov_8_157420,unclassified Picornavirales,Vira,Picornavirales,Unclassified,Unclassified,Robinvale bee virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1166_length_713_cov_1_852201,RNA viruses,Vira,Unclassified,Partitiviridae,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1195_length_702_cov_3_067200,unclassified dsRNA viruses,Vira,Unclassified,Unclassified,Unclassified,Circulifer tenellus virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1202_length_700_cov_1_757624,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Penicillium aurantiogriseum partitivirus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1219_length_692_cov_1_956098,unclassified virus,Vira,Unclassified,Unclassified,Unclassified,Linepithema humile virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1234_length_687_cov_4_160656,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1241_length_685_cov_7_860197,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Raphanus sativus cryptic virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1249_length_684_cov_1_200988,RNA viruses,Vira,Unclassified,Endornaviridae,Alphaendornavirus,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_127_length_2851_cov_12_654290,unclassified Genomoviridae,Vira,Unclassified,Genomoviridae,Unclassified,Alces alces faeces associated circular virus MP65,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1315_length_657_cov_0_839655,unclassified virus,Vira,Unclassified,Unclassified,Unclassified,Bloomfield virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1330_length_653_cov_1_444444,unclassified ssRNA positive-strand viruses,Vira,Unclassified,Unclassified,Unclassified,Sclerophthora macrospora virus A,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1339_length_651_cov_2_977352,RNA viruses,Vira,Unclassified,Partitiviridae,Betacryptovirus,Cannabis cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1343_length_650_cov_25_835951,unclassified Nepovirus,Vira,Picornavirales,Comoviridae,Nepovirus,Red clover nepovirus A,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1378_length_639_cov_2_697509,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_140_length_2710_cov_9_260160,RNA viruses,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Persea americana chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1456_length_619_cov_3_769373,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1474_length_615_cov_1_667286,RNA viruses,Vira,Picornavirales,Dicistroviridae,Aparavirus,Acute bee paralysis virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1500_length_609_cov_3_656015,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1554_length_596_cov_4_921002,ssDNA nonenveloped viruses,Vira,Unclassified,Unclassified,Unclassified,Water beetle associated circular virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1564_length_594_cov_2_947776,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1568_length_593_cov_2_135659,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1589_length_587_cov_3_637255,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_158_length_2482_cov_18_183784,unclassified Picornavirales,Vira,Picornavirales,Unclassified,Unclassified,Robinvale bee virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1593_length_587_cov_1_725490,unclassified Genomoviridae,Vira,Unclassified,Genomoviridae,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1638_length_579_cov_2_145418,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Wuchan romanomermis nematode virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1666_length_574_cov_1_042254,unclassified Dicistroviridae,Vira,Picornavirales,Dicistroviridae,Unclassified,Big Sioux River virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1707_length_567_cov_7_210204,RNA viruses,Vira,Picornavirales,Comoviridae,Nepovirus,AMV,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1708_length_567_cov_4_006122,unclassified Picornavirales,Vira,Picornavirales,Unclassified,Unclassified,Robinvale bee virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1744_length_562_cov_2_080412,unclassified Nepovirus,Vira,Picornavirales,Comoviridae,Nepovirus,Red clover nepovirus A,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1756_length_560_cov_2_594203,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1793_length_554_cov_2_656184,Primula malacoides virus China/Mar2007,Vira,Unclassified,Partitiviridae,Betacryptovirus,PmV1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_179_length_2261_cov_4_741758,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Hubei picorna-like virus 43,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1808_length_552_cov_2_568421,RNA viruses,Vira,Tymovirales,Betaflexiviridae,Carlavirus,HelVS,Quinvirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1823_length_550_cov_1_293869,RNA viruses,Vira,Picornavirales,Comoviridae,Unclassified,Strawberry latent ringspot nepovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_193_length_2141_cov_6_775194,unclassified Nepovirus,Vira,Picornavirales,Comoviridae,Nepovirus,Red clover nepovirus A,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_1945_length_531_cov_2_072687,RNA viruses,Vira,Unclassified,Virgaviridae,Tobravirus,TRV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_199_length_2129_cov_3_505361,unclassified Circoviridae,Vira,Unclassified,Circoviridae,Unclassified,Circoviridae sp.,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_19_length_8271_cov_90_694044,RNA viruses,Vira,Tymovirales,Betaflexiviridae,Carlavirus,American hop latent virus,Quinvirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2027_length_519_cov_8_599548,RNA viruses,Vira,Picornavirales,Comoviridae,Nepovirus,AMV,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2036_length_518_cov_100_369615,RNA viruses,Vira,Picornavirales,Comoviridae,Nepovirus,AMV,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2062_length_515_cov_2_276256,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2075_length_513_cov_3_889908,unclassified Densovirinae,Vira,Unclassified,Parvoviridae,Unclassified,Fresh Meadows densovirus 3,Densovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2084_length_512_cov_1_903448,RNA viruses,Vira,Picornavirales,Dicistroviridae,Cricket paralysis-like viruses,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_208_length_2078_cov_14_769615,unclassified Picornavirales,Vira,Picornavirales,Unclassified,Unclassified,Robinvale bee virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2097_length_510_cov_3_131640,unclassified Nepovirus,Vira,Picornavirales,Comoviridae,Nepovirus,Red clover nepovirus A,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2109_length_508_cov_23_206497,RNA viruses,Vira,Picornavirales,Comoviridae,Unclassified,Strawberry latent ringspot nepovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_2131_length_505_cov_3_182243,RNA viruses,Vira,Picornavirales,Dicistroviridae,Cricket paralysis-like viruses,Rhopalosiphum padi virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_236_length_1939_cov_125_621912,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Raphanus sativus cryptic virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_249_length_1887_cov_3011_785635,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Maize associated partiti-like virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_255_length_1857_cov_503_888202,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Raphanus sativus cryptic virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_25_length_6383_cov_26_587219,unclassified RNA viruses,Vira,Unclassified,Unclassified,Unclassified,Watermelon crinkle leaf-associated virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_262_length_1819_cov_24_860505,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Maize associated partiti-like virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_266_length_1804_cov_4_587145,unclassified Iflaviridae,Vira,Picornavirales,Iflaviridae,Unclassified,Varroa destructor virus 2,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_272_length_1794_cov_4_534653,unclassified dsRNA viruses,Vira,Unclassified,Unclassified,Unclassified,Spissistilus festinus virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_27_length_6327_cov_6_608480,unclassified Astroviridae,Vira,Unclassified,Astroviridae,Unclassified,Bastrovirus 'Brazil/Sewage',Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_284_length_1776_cov_352_417304,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Raphanus sativus cryptic virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_293_length_1752_cov_15_432836,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Raphanus sativus cryptic virus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_295_length_1730_cov_21_292801,unclassified Alphapartitivirus,Vira,Unclassified,Partitiviridae,Alphacryptovirus,Medicago sativa alphapartitivirus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_297_length_1729_cov_5_527845,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Maize associated partiti-like virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_300_length_1719_cov_11_459805,unclassified Totiviridae,Vira,Unclassified,Totiviridae,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_307_length_1700_cov_116_550832,RNA viruses,Vira,Unclassified,Partitiviridae,Alphacryptovirus,Fig cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_310_length_1695_cov_18_526576,RNA viruses,Vira,Unclassified,Partitiviridae,Alphacryptovirus,Fig cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_314_length_1676_cov_8_605378,unclassified Nepovirus,Vira,Picornavirales,Comoviridae,Nepovirus,Red clover nepovirus A,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_356_length_1554_cov_12_859174,unclassified Alphapartitivirus,Vira,Unclassified,Partitiviridae,Alphacryptovirus,Pear alphapartitivirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_367_length_1532_cov_42_141581,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Persimmon cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_368_length_1524_cov_37_518314,unclassified Picobirnaviridae,Vira,Unclassified,Picobirnaviridae,Unclassified,Lysoka partiti-like virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_37_length_5188_cov_28_459010,RNA viruses,Vira,Tymovirales,Betaflexiviridae,Carlavirus,Chrysanthemum virus B,Quinvirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_403_length_1449_cov_29_095481,RNA viruses,Vira,Unclassified,Partitiviridae,Alphacryptovirus,Fig cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_418_length_1413_cov_17_424401,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Persimmon cryptic virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_429_length_1388_cov_12_911518,RNA viruses,Vira,Unclassified,Totiviridae,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_453_length_1340_cov_4_958828,RNA viruses,Vira,Tymovirales,Betaflexiviridae,Carlavirus,Phlox virus B,Quinvirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_457_length_1336_cov_4_786338,RNA viruses,Vira,Picornavirales,Comoviridae,Nepovirus,TBRV,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_522_length_1228_cov_2_123371,unclassified Alphacryptovirus,Vira,Unclassified,Partitiviridae,Unclassified,Podosphaera prunicola partitivirus 3,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_54_length_4209_cov_5_392304,RNA viruses,Vira,Picornavirales,Comoviridae,Nepovirus,TBRV,Comovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_560_length_1165_cov_2_971507,RNA viruses,Vira,Tymovirales,Betaflexiviridae,Carlavirus,Gaillardia latent virus,Quinvirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_581_length_1136_cov_9_797923,unclassified Totiviridae,Vira,Unclassified,Totiviridae,Unclassified,Panax notoginseng virus A,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_609_length_1104_cov_4_878286,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Hubei picorna-like virus 33,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_60_length_4063_cov_29_872303,Brassica campestris chrysovirus 1,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Brassica campestris chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_61_length_4030_cov_1314_422464,RNA viruses,Vira,Unclassified,Solemoviridae,Sobemovirus,Turnip rosette virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_629_length_1077_cov_4_498000,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_651_length_1055_cov_2_903885,RNA viruses,Vira,Picornavirales,Dicistroviridae,Triatovirus,Black queen cell virus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_65_length_3945_cov_15_811013,Anthurium mosaic-associated virus,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Anthurium mosaic-associated chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_703_length_1002_cov_8_227027,unclassified Totiviridae,Vira,Unclassified,Totiviridae,Unclassified,Panax notoginseng virus A,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_721_length_989_cov_1_961623,RNA viruses,Vira,Unclassified,Endornaviridae,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 1,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_72_length_3787_cov_15_957682,unclassified Chrysovirus,Vira,Unclassified,Chrysoviridae,Chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_752_length_961_cov_3_492081,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_761_length_954_cov_8_919042,RNA viruses,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Persea americana chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_768_length_950_cov_10_332188,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Hubei picorna-like virus 51,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_786_length_936_cov_2_285215,RNA viruses,Vira,Unclassified,Endornaviridae,Alphaendornavirus,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_79_length_3698_cov_17_213201,Brassica campestris chrysovirus 1,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Brassica campestris chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_808_length_914_cov_6_266428,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Hubei picorna-like virus 51,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_80_length_3693_cov_39_768529,Brassica campestris chrysovirus 1,Vira,Unclassified,Chrysoviridae,Alphachrysovirus,Brassica campestris chrysovirus,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_812_length_909_cov_2_723558,all,Vira,Unclassified,Parvoviridae,Unclassified,Unclassified,Densovirinae,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_828_length_895_cov_5_133252,RNA viruses,Vira,Tymovirales,Alphaflexiviridae,Potexvirus,WClMV,Unclassified,Unclassified,Unclassified,Unclassified
BeeP-49-2013_NODE_835_length_893_cov_2_750000,unclassified RNA viruses ShiM-2016,Vira,Unclassified,Unclassified,Unclassified,Shayang ascaridia galli virus 2,Unclassified,Unclassified,Unclassified,Unclassified
