SRR5136458.Contig_44773_10.3782_length_599	599
SRR5136458.Contig_45054_34.3382_length_4083	4083
SRR5136458.Contig_45609_7.32836_length_2234	2234
SRR5136458.Contig_45862_7.35754_length_915	915
SRR5136458.Contig_46211_6.35736_length_686	686
SRR5136458.Contig_46810_45.5966_length_7429	7429
SRR5136458.Contig_47540_9.73121_length_1590	1590
SRR5136458.Contig_48089_7.75207_length_1226	1226
SRR5136458.Contig_51632_8.28588_length_2535	2535
SRR5136458.Contig_51799_16.1375_length_5925	5925
SRR5136458.Contig_52246_19.6793_length_840	840
SRR5136458.Contig_52469_33.3357_length_4718	4718
SRR5136458.Contig_52615_4.92958_length_659	659
SRR5136458.Contig_54110_24.9918_length_2084	2084
SRR5136458.Contig_55124_19.1454_length_2407	2407
SRR5136458.Contig_55339_49.2837_length_1035	1035
SRR5136458.Contig_55794_24.1326_length_8912	8912
SRR5136458.Contig_56254_6.70211_length_1205	1205
SRR5136458.Contig_56813_7.18367_length_510	510
SRR5136458.Contig_56889_8.67636_length_536	536
SRR5136458.Contig_56942_216.742_length_1065	1065
SRR5136458.Contig_57215_11.5401_length_1629	1629
SRR5136458.Contig_59539_61.3557_length_3132	3132
SRR5136458.Contig_60256_22.7585_length_7324	7324
SRR5136458.Contig_60313_10.6289_length_2938	2938
SRR5136458.Contig_60479_109.812_length_3453	3453
SRR5136458.Contig_61684_12.4216_length_2551	2551
SRR5136458.Contig_61826_8.35163_length_512	512
SRR5136458.Contig_63367_31.1425_length_2343	2343
SRR5136458.Contig_63722_21.1024_length_3487	3487
SRR5136458.Contig_63920_6.33438_length_657	657
SRR5136458.Contig_64950_10.896_length_3108	3108
SRR5136458.Contig_65036_6.43822_length_805	805
SRR5136458.Contig_65099_29.3028_length_4564	4564
SRR5136458.Contig_65351_36.0038_length_4532	4532
SRR5136458.Contig_67220_8.61859_length_741	741
SRR5136458.Contig_67268_12.0447_length_1765	1765
SRR5136458.Contig_67398_122.766_length_1296	1296
SRR5136458.Contig_67971_15.3912_length_4440	4440
SRR5136458.Contig_68037_30.822_length_6724	6724
SRR5136458.Contig_68137_14.6144_length_3093	3093
SRR5136458.Contig_69137_4.95192_length_644	644
SRR5136458.Contig_69296_146.467_length_758	758
SRR5136458.Contig_69382_7.77033_length_3316	3316
SRR5136458.Contig_69447_38.1753_length_1857	1857
SRR5136458.Contig_69479_48.4489_length_1771	1771
SRR5136458.Contig_70500_9.375_length_620	620
SRR5136458.Contig_71579_6.05958_length_641	641
SRR5136458.Contig_73833_58.7695_length_3313	3313
SRR5136458.Contig_74332_11.929_length_2527	2527
SRR5136458.Contig_74909_9.5435_length_2066	2066
SRR5136458.Contig_76924_14.5882_length_3002	3002
SRR5136458.Contig_79354_7.75369_length_1648	1648
SRR5136458.Contig_80194_120.787_length_9632	9632
SRR5136458.Contig_80288_9.81901_length_1440	1440
SRR5136458.Contig_81915_9.03896_length_636	636
SRR5136458.Contig_81951_166.223_length_5831	5831
SRR5136458.Contig_82630_42.1484_length_3578	3578
SRR5136458.Contig_82654_9.34822_length_1901	1901
SRR5136458.Contig_83076_27.4532_length_8062	8062
SRR5136458.Contig_83378_389.649_length_5962	5962
SRR5136458.Contig_85313_16.2456_length_1673	1673
SRR5136458.Contig_85627_5.78511_length_611	611
SRR5136458.Contig_86122_83.7512_length_7079	7079
SRR5136458.Contig_86368_957.597_length_1138	1138
SRR5136458.Contig_88443_4.61261_length_575	575
SRR5136458.Contig_92565_42.2891_length_7677	7677
SRR5136458.Contig_93552_407.988_length_1232	1232
SRR5136458.Contig_93663_5.71293_length_546	546
SRR5136458.Contig_96834_10.9265_length_972	972
SRR5136458.Contig_97526_23.2817_length_2338	2338
SRR5136458.Contig_98520_32.8818_length_2102	2102
SRR5136458.Contig_99319_19.0598_length_2561	2561
SRR5136459.Contig_35158_443061_length_2466	2466
SRR5136459.Contig_35943_562346_length_672	672
SRR5136459.Contig_45479_115193_length_577	577
SRR5136459.Contig_59094_245808_length_590	590
SRR5136459.Contig_67936_174576_length_509	509
SRR5136459.Contig_77083_772358_length_1211	1211
SRR5136459.Contig_91278_214382_length_642	642
SRR5136459.Contig_95668_913000_length_1511	1511
SRR5177960.Contig_1504_10.7217_length_620	620
SRR5177960.Contig_5554_19.1955_length_506	506
SRR5177960.Contig_7221_24.4556_length_1809	1809
SRR5177960.Contig_8206_33.8676_length_798	798
SRR5177960.Contig_9541_13.0906_length_804	804
SRR5177960.Contig_11624_21.2918_length_846	846
SRR5177960.Contig_12004_25.2265_length_669	669
SRR5177960.Contig_14522_581.74_length_1405	1405
SRR5177960.Contig_14709_20.6267_length_529	529
SRR5177960.Contig_16048_16.94_length_703	703
SRR5177960.Contig_16434_32.6519_length_1034	1034
SRR5177960.Contig_17174_32.8024_length_865	865
SRR5177960.Contig_17735_56.358_length_2886	2886
SRR5177960.Contig_19794_24.2102_length_1871	1871
SRR5177960.Contig_20320_20.2732_length_840	840
SRR5177960.Contig_22739_18.2171_length_1047	1047
SRR5177960.Contig_23694_245.15_length_508	508
SRR5177960.Contig_24094_23.9662_length_582	582
SRR5177960.Contig_24657_12.9471_length_1022	1022
SRR5177960.Contig_24742_21.8846_length_1424	1424
SRR5177960.Contig_25489_7.38132_length_673	673
SRR5177960.Contig_26145_8.59443_length_523	523
SRR5177960.Contig_26806_26.593_length_1106	1106
SRR5177960.Contig_31267_13.3698_length_650	650
SRR5177960.Contig_31363_22.7574_length_795	795
SRR5177960.Contig_32188_15.7122_length_510	510
SRR5177960.Contig_36117_7.47817_length_524	524
SRR5177960.Contig_36819_108.541_length_510	510
SRR5177960.Contig_37396_7.26347_length_688	688
SRR5177962.Contig_258_27.25_length_568	568
SRR5177962.Contig_642_43.2615_length_2471	2471
SRR5177962.Contig_1406_57.412_length_2195	2195
SRR5177962.Contig_3456_20.1542_length_986	986
SRR5177962.Contig_3708_21.6224_length_2565	2565
SRR5177962.Contig_3931_18.034_length_873	873
SRR5177962.Contig_3980_27.2102_length_786	786
SRR5177962.Contig_4114_81.9716_length_937	937
SRR5177962.Contig_4179_35.3015_length_2919	2919
SRR5177962.Contig_4471_760.356_length_824	824
SRR5177962.Contig_5765_36.5275_length_1239	1239
SRR5177962.Contig_12339_34.0649_length_590	590
SRR5177962.Contig_13532_17.6233_length_1419	1419
SRR5177962.Contig_13746_16.7059_length_1023	1023
SRR5177962.Contig_13798_25.0236_length_866	866
SRR5177962.Contig_14449_49.7794_length_505	505
SRR5177962.Contig_15817_10.1123_length_1374	1374
SRR5177962.Contig_16041_18.3938_length_571	571
SRR5177962.Contig_16532_47.2505_length_559	559
SRR5177962.Contig_17049_29.7607_length_1466	1466
SRR5177962.Contig_17193_22.1809_length_1253	1253
SRR5177962.Contig_18627_12.2688_length_578	578
SRR5177962.Contig_18738_15.0298_length_523	523
SRR5177962.Contig_18919_22.703_length_680	680
SRR5177962.Contig_20198_57.5007_length_721	721
SRR5177962.Contig_20711_15.0556_length_613	613
SRR5177962.Contig_21077_59.9213_length_1177	1177
SRR5177962.Contig_21492_42.1159_length_1496	1496
SRR5177962.Contig_22867_2129.07_length_1894	1894
SRR5177962.Contig_25722_37.2322_length_1127	1127
SRR5177962.Contig_25871_125.729_length_6380	6380
SRR5177962.Contig_25973_14.7841_length_636	636
SRR5177962.Contig_26016_16.3369_length_765	765
SRR5177962.Contig_26291_20.4111_length_1319	1319
SRR5177962.Contig_26330_13.6351_length_527	527
SRR5177962.Contig_26534_59.0075_length_1087	1087
SRR5177962.Contig_26627_30.2686_length_612	612
SRR5177962.Contig_27194_21.9104_length_2899	2899
SRR5177962.Contig_27349_51.6207_length_956	956
SRR5177969.Contig_3691_109.837_length_12856	12856
SRR5177969.Contig_7681_38.2307_length_679	679
SRR5177969.Contig_8454_58.9949_length_607	607
SRR5177969.Contig_8836_8.80612_length_510	510
SRR5177969.Contig_18774_28.8307_length_646	646
SRR5177969.Contig_21500_13.9876_length_904	904
SRR5177969.Contig_22909_9.44961_length_536	536
SRR5177969.Contig_24867_35.2347_length_855	855
SRR5177969.Contig_27337_28.6025_length_2063	2063
SRR5177973.Contig_5623_53.913_length_1779	1779
SRR5177973.Contig_11377_55.7239_length_748	748
SRR5177973.Contig_12913_27.9542_length_1940	1940
SRR5177973.Contig_14328_48.2108_length_556	556
SRR5177973.Contig_14771_1231.62_length_833	833
SRR5177973.Contig_16626_41.8269_length_1747	1747
SRR5177973.Contig_17522_398.763_length_1429	1429
SRR5177973.Contig_19787_41.8734_length_4040	4040
SRR5177973.Contig_25124_83.3772_length_643	643
SRR5177973.Contig_26146_39.7387_length_506	506
SRR5194055.Contig_23264_60.4032_length_970	970
SRR5194950.Contig_30219_305.952_length_524	524
SRR5252792.Contig_11_48962.5_length_4972	4972
SRR5252793.Contig_374_135.763_length_2107	2107
SRR5252793.Contig_806_112.931_length_944	944
SRR5252798.Contig_76_14663.6_length_1818	1818
SRR5252799.Contig_68_37.53_length_537	537
SRR5252799.Contig_93_106.216_length_982	982
SRR5252799.Contig_182_90.2016_length_640	640
SRR5252799.Contig_295_386.739_length_645	645
SRR5252800.Contig_3_24697.8_length_1511	1511
SRR5252800.Contig_29_14498_length_1224	1224
SRR5252802.Contig_12_5933.91_length_1782	1782
SRR5252802.Contig_14_15815.3_length_3275	3275
SRR5252803.Contig_109_1981.49_length_1303	1303
SRR5252803.Contig_558_1175.86_length_783	783
SRR5252803.Contig_620_2592.73_length_1950	1950
SRR5252806.Contig_229_14813.2_length_5303	5303
SRR5369853.Contig_4417_293315_length_2933	2933
SRR5369853.Contig_8676_24.8018_length_1241	1241
SRR5369853.Contig_15136_472753_length_1575	1575
SRR5369853.Contig_18615_8.65599_length_613	613
SRR5369853.Contig_28357_50.3697_length_1148	1148
SRR5381909.Contig_6425_2557.84_length_2711	2711
SRR5381909.Contig_7886_48.6379_length_553	553
SRR5381909.Contig_10380_42.8573_length_1274	1274
SRR5381909.Contig_12877_6.57711_length_824	824
SRR5381909.Contig_16617_49.8659_length_736	736
SRR5381909.Contig_22789_958.591_length_857	857
SRR5381909.Contig_30416_10.7864_length_3358	3358
SRR5381909.Contig_31094_5198.58_length_2534	2534
SRR5381909.Contig_33876_150.457_length_1186	1186
SRR5381909.Contig_34228_6.81346_length_867	867
SRR5381909.Contig_34380_5969.02_length_2193	2193
SRR5381909.Contig_34878_5034.82_length_3348	3348
SRR5381909.Contig_48891_124.308_length_673	673
SRR5381909.Contig_57891_34.068_length_5799	5799
SRR5381909.Contig_60540_9.80126_length_654	654
SRR5381909.Contig_66621_12.5329_length_2090	2090
SRR5381909.Contig_68763_7.44045_length_549	549
SRR5381910.Contig_11000_1420.77_length_709	709
SRR5381910.Contig_22914_18.662_length_520	520
SRR5381910.Contig_23507_17.8345_length_981	981
SRR5381910.Contig_28797_25.0245_length_1324	1324
SRR5381910.Contig_38100_33.3716_length_760	760
SRR5381911.Contig_3328_45.0741_length_533	533
SRR5381911.Contig_9423_3956.92_length_2185	2185
SRR5381911.Contig_20048_10.8071_length_891	891
SRR5381911.Contig_27518_28.5058_length_1408	1408
SRR5381911.Contig_29048_22.2423_length_507	507
SRR5381911.Contig_39492_17.8023_length_617	617
SRR5381911.Contig_47610_18.2282_length_537	537
SRR5381912.Contig_4705_33.069_length_1847	1847
SRR5381912.Contig_4904_350.378_length_555	555
SRR5381912.Contig_7711_15.0186_length_558	558
SRR5381912.Contig_8065_1546.53_length_1120	1120
SRR5381912.Contig_10135_26.402_length_724	724
SRR5381912.Contig_12698_38.684_length_1077	1077
SRR5381912.Contig_18372_18.5766_length_1390	1390
SRR5381912.Contig_20680_7022.64_length_4552	4552
SRR5381912.Contig_24374_15.4603_length_839	839
SRR5381912.Contig_35228_79.5272_length_1270	1270
SRR5381912.Contig_36006_25.1775_length_1457	1457
SRR5381912.Contig_40093_12.8495_length_565	565
SRR5381912.Contig_42139_33.6042_length_2132	2132
SRR5381912.Contig_45089_65.3951_length_673	673
SRR5381912.Contig_45706_6596.19_length_7513	7513
SRR5381913.Contig_9101_9.40931_length_836	836
SRR5381913.Contig_25576_10.6631_length_1721	1721
SRR5381913.Contig_27614_226.14_length_3699	3699
SRR5381913.Contig_27889_3120.22_length_1739	1739
SRR5381913.Contig_35277_22.7914_length_1693	1693
SRR5381913.Contig_37518_2590.55_length_1833	1833
SRR5381913.Contig_38568_32.2923_length_5155	5155
SRR5381914.Contig_421_25.2933_length_3222	3222
SRR5381914.Contig_950_14.3333_length_536	536
SRR5381914.Contig_1118_31.9606_length_502	502
SRR5381914.Contig_1906_8.56099_length_1348	1348
SRR5381914.Contig_3758_20.4335_length_1651	1651
SRR5381914.Contig_4774_33.5725_length_682	682
SRR5381914.Contig_16342_4147.68_length_894	894
SRR5381914.Contig_16741_3037.32_length_900	900
SRR5381914.Contig_22291_1255.99_length_1213	1213
SRR5381914.Contig_24393_36.697_length_779	779
SRR5381914.Contig_28615_28.9761_length_563	563
SRR5381914.Contig_29702_7.75391_length_788	788
SRR5381914.Contig_32017_36.2955_length_636	636
SRR5381914.Contig_32283_13.0041_length_504	504
SRR5381914.Contig_35171_16.6591_length_2713	2713
SRR5381914.Contig_35862_45.8793_length_1693	1693
SRR5383927.Contig_4013_129.173_length_3106	3106
SRR5383927.Contig_8178_9.88692_length_922	922
SRR5383927.Contig_10411_55.9218_length_544	544
SRR5383927.Contig_10677_75550_length_7189	7189
SRR5383927.Contig_10865_27214.1_length_1643	1643
SRR5383927.Contig_10994_107.206_length_632	632
SRR5383927.Contig_12620_56185.5_length_2291	2291
SRR5383927.Contig_14304_88270.3_length_848	848
SRR5383927.Contig_14655_36.9918_length_4513	4513
SRR5383927.Contig_15998_90139.9_length_1649	1649
SRR5383927.Contig_18430_92370.3_length_1105	1105
SRR5383927.Contig_19144_301.595_length_1058	1058
SRR5383927.Contig_20600_19.7033_length_694	694
SRR5383927.Contig_24233_77.6986_length_939	939
SRR5383927.Contig_25446_41.3916_length_929	929
SRR5383927.Contig_26611_85.1923_length_2100	2100
SRR5383937.Contig_394_94421.5_length_1676	1676
SRR5383937.Contig_8090_106.945_length_1061	1061
SRR5383937.Contig_10754_68.8908_length_1009	1009
SRR5383937.Contig_12103_61.6409_length_822	822
SRR5383937.Contig_13442_76.5666_length_613	613
SRR5383937.Contig_17231_28.9987_length_813	813
SRR5383937.Contig_18838_38630.3_length_964	964
SRR5383937.Contig_20067_110.986_length_1124	1124
SRR5383937.Contig_20315_82.0332_length_864	864
SRR5383937.Contig_23910_110.317_length_603	603
SRR5383937.Contig_27126_14.4875_length_777	777
SRR5383939.Contig_2916_70663.6_length_1882	1882
SRR5383939.Contig_4126_5025.88_length_842	842
SRR5383939.Contig_4150_136.734_length_1367	1367
SRR5383939.Contig_5315_8.03642_length_679	679
SRR5383939.Contig_7847_12.8236_length_536	536
SRR5383939.Contig_9989_32148.5_length_2727	2727
SRR5383939.Contig_11035_12136.8_length_4143	4143
SRR5383939.Contig_11177_25286.4_length_612	612
SRR5383939.Contig_11227_8.27485_length_1730	1730
SRR5383939.Contig_11271_23633.3_length_547	547
SRR5383939.Contig_11337_13136.1_length_3763	3763
SRR5383939.Contig_13595_5583.49_length_599	599
SRR5383939.Contig_15895_46688.7_length_1392	1392
SRR5383939.Contig_19124_4731.55_length_590	590
SRR5383939.Contig_20395_14864.9_length_580	580
SRR5383939.Contig_21490_26645.6_length_790	790
SRR5383939.Contig_23685_7.79324_length_523	523
SRR5387735.Contig_1711_26.2469_length_1474	1474
SRR5387735.Contig_2634_67914.8_length_2652	2652
SRR5387735.Contig_5349_20023.7_length_533	533
SRR5387735.Contig_6073_5.32148_length_723	723
SRR5387735.Contig_12130_16.5145_length_1575	1575
SRR5387735.Contig_12176_66250.6_length_3855	3855
SRR5387735.Contig_13795_41242.8_length_2544	2544
SRR5387735.Contig_13977_42792.7_length_930	930
SRR5387735.Contig_14032_18.549_length_785	785
SRR5387735.Contig_14909_8.48829_length_1130	1130
SRR5387735.Contig_18217_21371.5_length_1892	1892
SRR5387735.Contig_18227_53114.8_length_1829	1829
SRR5387735.Contig_18946_36.4377_length_5549	5549
SRR5387735.Contig_20403_32605.1_length_1283	1283
SRR5387735.Contig_21067_9.72808_length_1149	1149
SRR5387735.Contig_21276_24.594_length_983	983
SRR5387735.Contig_21844_29126_length_656	656
SRR5387735.Contig_24893_55054.3_length_1129	1129
SRR5387735.Contig_25859_10263.5_length_513	513
SRR5387735.Contig_29234_11.1497_length_1162	1162
SRR5387737.Contig_5542_31.779_length_907	907
SRR5387737.Contig_7186_31562.6_length_2009	2009
SRR5387737.Contig_9947_6.49281_length_507	507
SRR5387737.Contig_19551_44.3037_length_1663	1663
SRR5387738.Contig_1724_16.5364_length_3085	3085
SRR5387738.Contig_2465_10.2681_length_1370	1370
SRR5387738.Contig_3705_102404_length_5494	5494
SRR5387738.Contig_5688_11.5032_length_1761	1761
SRR5387738.Contig_7101_14.5129_length_562	562
SRR5387738.Contig_7733_20.9645_length_639	639
SRR5387738.Contig_11615_63919.3_length_1196	1196
SRR5387738.Contig_11652_15.9105_length_2065	2065
SRR5387738.Contig_14017_11.2749_length_2101	2101
SRR5387738.Contig_15622_98148.6_length_3630	3630
SRR5387738.Contig_17987_38629_length_1127	1127
SRR5387738.Contig_24396_9.68777_length_1410	1410
SRR5468476.Contig_3431_13.1248_length_1350	1350
SRR5468476.Contig_24535_10.5465_length_1590	1590
SRR5468477.Contig_11684_25.1266_length_2405	2405
SRR5468477.Contig_21386_22.9341_length_1400	1400
SRR5468479.Contig_36529_27.4177_length_3379	3379
SRR5468480.Contig_27825_6.58061_length_1949	1949
SRR5468481.Contig_1830_14.3565_length_1198	1198
SRR5468481.Contig_20860_22.0557_length_882	882
SRR5468484.Contig_14080_19.3363_length_2586	2586
SRR5468490.Contig_4002_33.6575_length_5570	5570
SRR5468490.Contig_12688_105.835_length_1579	1579
SRR5468490.Contig_24065_54.4736_length_2913	2913
SRR547522.Contig_36_239.544_length_1542	1542
SRR547522.Contig_45_101.969_length_1310	1310
SRR547522.Contig_53_41.25_length_892	892
SRR547522.Contig_56_3520.79_length_599	599
SRR547522.Contig_66_256.843_length_1560	1560
SRR547522.Contig_73_23.1693_length_776	776
SRR547522.Contig_102_41.1111_length_533	533
SRR547522.Contig_120_219.86_length_718	718
SRR547523.Contig_143_19533.5_length_821	821
SRR547523.Contig_148_27567.2_length_550	550
SRR547523.Contig_453_44557.8_length_953	953
SRR547523.Contig_585_33299.5_length_1016	1016
SRR547523.Contig_807_22217_length_1263	1263
SRR547523.Contig_967_7672.99_length_681	681
SRR559221.Contig_2827_13.5145_length_745	745
SRR559221.Contig_6561_274.787_length_779	779
SRR559221.Contig_6929_408.516_length_1556	1556
SRR559221.Contig_7348_7.57877_length_915	915
SRR559221.Contig_10081_18.2234_length_1197	1197
SRR559222.Contig_1091_19.9988_length_883	883
SRR559222.Contig_3329_37.2453_length_5826	5826
SRR559222.Contig_5471_5.65629_length_887	887
SRR559222.Contig_7575_13535.4_length_2747	2747
SRR559222.Contig_8054_10.7772_length_626	626
SRR559222.Contig_13553_4787.94_length_1858	1858
SRR559222.Contig_15074_1291.87_length_956	956
SRR559222.Contig_17938_10.4412_length_598	598
SRR559222.Contig_18670_10.8127_length_1253	1253
SRR559222.Contig_20103_9.90966_length_662	662
SRR559223.Contig_789_149.262_length_1339	1339
SRR559223.Contig_2787_35.8187_length_566	566
SRR559223.Contig_6554_11.406_length_983	983
SRR559223.Contig_8045_28.1575_length_655	655
SRR559223.Contig_9781_155.265_length_759	759
SRR559223.Contig_10860_169.917_length_601	601
SRR559223.Contig_13481_171.089_length_780	780
SRR559223.Contig_14545_224.007_length_722	722
SRR559224.Contig_1884_4.92785_length_713	713
SRR559224.Contig_2806_5.03777_length_523	523
SRR559224.Contig_6801_11.4057_length_1457	1457
SRR559224.Contig_6879_643.153_length_3919	3919
SRR559224.Contig_7231_80.7055_length_1806	1806
SRR559224.Contig_8908_43.4064_length_1393	1393
SRR559224.Contig_9598_787.799_length_1318	1318
SRR559224.Contig_9739_101.482_length_1651	1651
SRR559224.Contig_11601_11.3872_length_1306	1306
SRR559224.Contig_12837_3.73171_length_512	512
SRR559224.Contig_17076_53.9129_length_916	916
SRR559224.Contig_17269_15.7628_length_1129	1129
SRR559224.Contig_17730_61.2481_length_3462	3462
SRR559224.Contig_19716_32.9659_length_1633	1633
SRR559224.Contig_20347_20.0179_length_692	692
SRR559224.Contig_22931_33.971_length_1469	1469
SRR559224.Contig_23825_8.1674_length_1382	1382
SRR559224.Contig_25522_580.867_length_1813	1813
SRR559224.Contig_29957_4.2993_length_735	735
